Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category
Vivian East,-41.29544066451157,174.77703043527146,4b106c5af964a520207023e3,Great India,-41.292234292449024,174.7782799308638,Indian Restaurant
Vivian East,-41.29544066451157,174.77703043527146,4ffbc12ae4b099cda167087f,Tommy Millions,-41.29270113028474,174.77909550548685,Pizza Place
Vivian East,-41.29544066451157,174.77703043527146,4b26d14df964a520608124e3,Satay Kajang,-41.291961169949104,174.7772729169163,Malay Restaurant
Vivian East,-41.29544066451157,174.77703043527146,52b4ed2811d2be8dc9938855,Wellington Chocolate Factory,-41.292578327725465,174.77717953730524,Chocolate Shop
Vivian East,-41.29544066451157,174.77703043527146,4ffcd548e4b08ae5813d8c56,Gentlemen's Beans,-41.29262470945146,174.77879952324054,Coffee Shop
Vivian East,-41.29544066451157,174.77703043527146,4b0a58eff964a520692323e3,The Oaks Satay Noodle House,-41.291377444271845,174.77683660393888,Noodle House
Vivian East,-41.29544066451157,174.77703043527146,4b109993f964a520867323e3,Enigma,-41.29256266242414,174.7789601079483,Cafe
Vivian East,-41.29544066451157,174.77703043527146,53cefec0498e3495ad928d49,Mexico,-41.29189854903177,174.77701027744357,Mexican Restaurant
Vivian East,-41.29544066451157,174.77703043527146,545ab790498e08322cfe56f4,The Bresolin,-41.29498102817851,174.77130532884985,Restaurant
Vivian East,-41.29544066451157,174.77703043527146,4b05d8e7f964a5204ee422e3,Satay Kingdom,-41.29247131337305,174.7754561417265,Malay Restaurant
Vivian East,-41.29544066451157,174.77703043527146,4b32a169f964a520731025e3,Cinta Malaysian Kitchen,-41.29196530724339,174.7777714024328,Malay Restaurant
Vivian East,-41.29544066451157,174.77703043527146,4b087f07f964a520110d23e3,Victoria Street Farmers' Market,-41.29355953490354,174.77276623249054,Farmers Market
Vivian East,-41.29544066451157,174.77703043527146,4e27cc6b1f6e88a1545becff,TJ Katsu & Udon,-41.29269734755844,174.77915153737538,Japanese Restaurant
Vivian East,-41.29544066451157,174.77703043527146,56943e75498e296e8d59b165,Mojo St James,-41.293049,174.779664,Coffee Shop
Vivian East,-41.29544066451157,174.77703043527146,4ce3209eb7a3b1f790872e8d,Japan City,-41.2928870455407,174.77586114152786,Miscellaneous Shop
Vivian East,-41.29544066451157,174.77703043527146,56666600498eae0215f91d95,Dirty Little Secret,-41.29251334052597,174.77841150590262,Bar
Vivian East,-41.29544066451157,174.77703043527146,50c4df35e4b025008075af6b,Poquito,-41.29257652157707,174.7816401249003,Tapas Restaurant
Vivian East,-41.29544066451157,174.77703043527146,4f6441b6e4b04d4b1566f2ab,Crumpet,-41.29176987197876,174.77754150504117,Cocktail Bar
Vivian East,-41.29544066451157,174.77703043527146,5348fcd7498e91dbba6e1832,Crafters & Co,-41.29432586974737,174.77281703024053,Bar
Vivian East,-41.29544066451157,174.77703043527146,4b0dd057f964a520925023e3,Abrakebabra,-41.29100188410152,174.7765159754541,Middle Eastern Restaurant
Vivian East,-41.29544066451157,174.77703043527146,4b0b700cf964a520773123e3,Kazu,-41.29267131166199,174.7815639935095,Japanese Restaurant
Vivian East,-41.29544066451157,174.77703043527146,5b8efeb7c0f1630039751c0b,People’s Coffee,-41.291993,174.778994,Coffee Shop
Vivian East,-41.29544066451157,174.77703043527146,4e68790414954826adb0157f,Denny's,-41.29336998550622,174.77258470189318,Breakfast Spot
Vivian East,-41.29544066451157,174.77703043527146,4b058775f964a520c89322e3,Accommodation Central on Willis,-41.292739652725665,174.773077121403,Hotel
Vivian East,-41.29544066451157,174.77703043527146,4fc4298fe4b031080b5eff1a,New Zealand Film Commission,-41.292583186595316,174.7724174031819,Government Building
Vivian West,-41.29544066451157,174.77703043527146,575cd398498e601529624ff5,Noble Rot Wine Bar,-41.29387653888157,174.77579466552064,Wine Bar
Vivian West,-41.29544066451157,174.77703043527146,4b058777f964a520139422e3,Logan Brown Restaurant & Bar,-41.29482128324447,174.77481326050722,Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4ea74926a17c2febcc6080e4,Light House Cuba,-41.29609460696033,174.775276287206,Indie Movie Theater
Vivian West,-41.29544066451157,174.77703043527146,4b071961f964a52038f722e3,Floriditas,-41.293784194017036,174.7754255166059,Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b05ce4af964a520a0e322e3,Midnight Espresso,-41.294648752253245,174.77496310652904,Cafe
Vivian West,-41.29544066451157,174.77703043527146,4b0c4039f964a520c63923e3,Scopa Caffé Cucina,-41.293377,174.77577,Italian Restaurant
Vivian West,-41.29544066451157,174.77703043527146,53755715498ec2cf43090321,Loretta,-41.29430875903236,174.775225829341,Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b0b24a9f964a5209c2d23e3,Rasa,-41.2950934761358,174.77473610073963,Malay Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b07e9a1f964a5200c0123e3,Havana Bar,-41.29593148107729,174.77500533701712,Bar
Vivian West,-41.29544066451157,174.77703043527146,5aac91a3c97f28448ec31b72,Whistling Sisters Brewery and Fermentery,-41.294086,174.77776,Brewery
Vivian West,-41.29544066451157,174.77703043527146,4b516c9ff964a520fb4c27e3,Customs Brew Bar,-41.29335538338581,174.77637956754478,Coffee Shop
Vivian West,-41.29544066451157,174.77703043527146,5166743be4b039f55fbb5bce,Ombra,-41.29478404470713,174.7749120188611,Italian Restaurant
Vivian West,-41.29544066451157,174.77703043527146,512c4257e4b0a48eda0a40e7,The Rogue & Vagabond,-41.29342818414891,174.77484636927474,Pub
Vivian West,-41.29544066451157,174.77703043527146,4b0630cff964a52096e922e3,Fidel's Cafe,-41.29592152019071,174.7742319197476,Cafe
Vivian West,-41.29544066451157,174.77703043527146,516b43ede4b04aa27ea8a70f,Golding's Free Dive,-41.29268877173747,174.77710323312402,Dive Bar
Vivian West,-41.29544066451157,174.77703043527146,583f5fa92980db52c6cc2b76,Choice Bros Ghuznee Street,-41.29274352922984,174.7752448138708,Brewery
Vivian West,-41.29544066451157,174.77703043527146,527c27f6498ede09f31fb5e6,Red Rabbit Coffee Co. / Leeds Street Bakery,-41.29291607459048,174.77694629585497,Coffee Shop
Vivian West,-41.29544066451157,174.77703043527146,579a745b498ecf590253fbc7,Best Ugly Bagels,-41.29371665184771,174.77571880900504,Bagel Shop
Vivian West,-41.29544066451157,174.77703043527146,5a18eb6da22db72597060605,Heyday Beer Co,-41.29672507610351,174.77360021890735,Bar
Vivian West,-41.29544066451157,174.77703043527146,4b05bb35f964a520dae122e3,Hawthorn Lounge,-41.29501688025087,174.78023736553985,Cocktail Bar
Vivian West,-41.29544066451157,174.77703043527146,4b29731ff964a5201b9f24e3,Havana Coffee Works,-41.29751631879276,174.77894115680525,Coffee Shop
Vivian West,-41.29544066451157,174.77703043527146,4b0630bff964a52095e922e3,S&M's Cocktail and Lounge Bar,-41.294553218494165,174.7750026866532,Gay Bar
Vivian West,-41.29544066451157,174.77703043527146,4b8ae2f0f964a520538732e3,Restaurant 88,-41.29514728015846,174.78003713952646,Vietnamese Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b5ab559f964a52098d128e3,The Flying Burrito Brothers,-41.29469685850922,174.7749014005381,Mexican Restaurant
Vivian West,-41.29544066451157,174.77703043527146,559091c6498ede18aa643f41,Egmont St Eatery,-41.29248869720824,174.7778363722754,Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b05c46ff964a520d5e222e3,Pizza Pomodoro,-41.29255929366801,174.7769395466557,Pizza Place
Vivian West,-41.29544066451157,174.77703043527146,5369c4e0498efcafe81b97ec,Ekim Burgers,-41.29622931018094,174.77420481836467,Burger Joint
Vivian West,-41.29544066451157,174.77703043527146,4b5113ebf964a520304127e3,Wellington Trawling Sea Market,-41.295664083104235,174.7743938874997,Fish Market
Vivian West,-41.29544066451157,174.77703043527146,4b11ea57f964a520ed8623e3,Moore Wilson’s,-41.29602991331932,174.7803851223326,Grocery Store
Vivian West,-41.29544066451157,174.77703043527146,4bf880ca8d30d13a3eee0018,Exodus Health & Fitness Club,-41.29721947557871,174.77925094875258,Gym
Vivian West,-41.29544066451157,174.77703043527146,4b7f99c4f964a520333630e3,R & S Satay Noodle House,-41.29387790084541,174.77533745293988,Noodle House
Vivian West,-41.29544066451157,174.77703043527146,4b058780f964a520279622e3,Les Mills Extreme,-41.292933647436165,174.77842632521023,Gym
Vivian West,-41.29544066451157,174.77703043527146,4b058777f964a5203a9422e3,Caffe L'affare,-41.296105543238816,174.78031111858195,Cafe
Vivian West,-41.29544066451157,174.77703043527146,50ff5265e4b02a94177ed357,Prefab - ACME HQ,-41.29550451774387,174.77869236338586,Cafe
Vivian West,-41.29544066451157,174.77703043527146,4b0b2c8ef964a520172e23e3,Southern Cross Garden Bar Restaurant,-41.29649709965114,174.77437707792853,Bar
Vivian West,-41.29544066451157,174.77703043527146,4b058778f964a5206b9422e3,Pukeahu National War Memorial Park,-41.298556178914446,174.77740288537797,Monument / Landmark
Vivian West,-41.29544066451157,174.77703043527146,4b146139f964a52033a223e3,KC Cafe & Takeaway,-41.29363548041123,174.78187007515032,Asian Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b0609e4f964a520dee722e3,Hashigo Zake,-41.291585406595054,174.77934141731058,Bar
Vivian West,-41.29544066451157,174.77703043527146,4b0ca3dbf964a520784023e3,Kaffee Eis,-41.29372397208561,174.782226880146,Ice Cream Shop
Vivian West,-41.29544066451157,174.77703043527146,58af784b76b8b273becd2258,Fortune Favours,-41.29315717442872,174.77666501512326,Brewery
Vivian West,-41.29544066451157,174.77703043527146,4b0f667bf964a520056223e3,KK Malaysian,-41.29318673412578,174.7755684869012,Malay Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b065f53f964a52043eb22e3,The Library,-41.29356327298233,174.78108464977345,Lounge
Vivian West,-41.29544066451157,174.77703043527146,4b05bc77f964a52001e222e3,Aunty Mena Vegetarian Cafe,-41.29388382967611,174.7753450555247,Vegetarian / Vegan Restaurant
Vivian West,-41.29544066451157,174.77703043527146,5010a317e4b053556f3f206b,Raglan Roast,-41.29653574503258,174.77492245964962,Coffee Shop
Vivian West,-41.29544066451157,174.77703043527146,4b0e43abf964a520725623e3,Kazu Yakitori & Sake Bar,-41.293619800408386,174.78175292508112,Sake Bar
Vivian West,-41.29544066451157,174.77703043527146,4b428743f964a520c2d525e3,Milk Crate,-41.293333257069165,174.77637667424744,Coffee Shop
Vivian West,-41.29544066451157,174.77703043527146,4b31758ff964a520480725e3,PB Technologies,-41.297011190584655,174.7813403691951,Electronics Store
Vivian West,-41.29544066451157,174.77703043527146,4b0e2bd6f964a520955523e3,Chow,-41.293785,174.781075,Asian Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b511c5ef964a520034327e3,Le Moulin Bakery,-41.294013927496216,174.7720745714412,Bakery
Vivian West,-41.29544066451157,174.77703043527146,4b071d97f964a5208af722e3,Viva Mexico,-41.29247996224293,174.77539616262473,Mexican Restaurant
Vivian West,-41.29544066451157,174.77703043527146,51f07508498e516cffda67ee,Preservatorium,-41.29798041751821,174.77389660795507,Cafe
Vivian West,-41.29544066451157,174.77703043527146,4b2310c2f964a520d75224e3,Plum Cafe,-41.29237708673773,174.77622343854225,Cafe
Vivian West,-41.29544066451157,174.77703043527146,4b068a0bf964a520dcec22e3,BurgerFuel,-41.292838,174.778846,Burger Joint
Vivian West,-41.29544066451157,174.77703043527146,4c8e8d32b3bcb60c0f785a27,Emporio,-41.295751316899036,174.77254896042538,Coffee Shop
Vivian West,-41.29544066451157,174.77703043527146,4c6a23e5897b1b8daf2cb117,Red Hill Restaurant,-41.29204305179107,174.777808844601,Chinese Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b05877df964a520299522e3,Nicolini's,-41.29378493835358,174.78250128533043,Italian Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b11c6fbf964a520688423e3,Cuba Mall,-41.29247271930549,174.77613781473067,Plaza
Vivian West,-41.29544066451157,174.77703043527146,4b189d66f964a520a8d423e3,Hell Pizza,-41.29763920965347,174.77327128704317,Pizza Place
Vivian West,-41.29544066451157,174.77703043527146,4b10d072f964a520f57523e3,Zibibbo,-41.29162757113159,174.77941511207885,Mediterranean Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b20487af964a520003024e3,Aroy Thai Express,-41.292318701796525,174.7762825078159,Thai Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b108c54f964a520987223e3,Dragons Chinese Restaurant,-41.29305718339896,174.78147744760335,Chinese Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b11fa96f964a520c28723e3,St James Theatre,-41.29299878329729,174.77966176526164,Theater
Vivian West,-41.29544066451157,174.77703043527146,4b058777f964a520179422e3,The Malthouse,-41.29351622201928,174.78144427526985,Pub
Vivian West,-41.29544066451157,174.77703043527146,4b106c5af964a520207023e3,Great India,-41.292234292449024,174.7782799308638,Indian Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4ffbc12ae4b099cda167087f,Tommy Millions,-41.29270113028474,174.77909550548685,Pizza Place
Vivian West,-41.29544066451157,174.77703043527146,4b26d14df964a520608124e3,Satay Kajang,-41.291961169949104,174.7772729169163,Malay Restaurant
Vivian West,-41.29544066451157,174.77703043527146,52b4ed2811d2be8dc9938855,Wellington Chocolate Factory,-41.292578327725465,174.77717953730524,Chocolate Shop
Vivian West,-41.29544066451157,174.77703043527146,4ffcd548e4b08ae5813d8c56,Gentlemen's Beans,-41.29262470945146,174.77879952324054,Coffee Shop
Vivian West,-41.29544066451157,174.77703043527146,4b0a58eff964a520692323e3,The Oaks Satay Noodle House,-41.291377444271845,174.77683660393888,Noodle House
Vivian West,-41.29544066451157,174.77703043527146,4b109993f964a520867323e3,Enigma,-41.29256266242414,174.7789601079483,Cafe
Vivian West,-41.29544066451157,174.77703043527146,53cefec0498e3495ad928d49,Mexico,-41.29189854903177,174.77701027744357,Mexican Restaurant
Vivian West,-41.29544066451157,174.77703043527146,545ab790498e08322cfe56f4,The Bresolin,-41.29498102817851,174.77130532884985,Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b05d8e7f964a5204ee422e3,Satay Kingdom,-41.29247131337305,174.7754561417265,Malay Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b32a169f964a520731025e3,Cinta Malaysian Kitchen,-41.29196530724339,174.7777714024328,Malay Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b087f07f964a520110d23e3,Victoria Street Farmers' Market,-41.29355953490354,174.77276623249054,Farmers Market
Vivian West,-41.29544066451157,174.77703043527146,4e27cc6b1f6e88a1545becff,TJ Katsu & Udon,-41.29269734755844,174.77915153737538,Japanese Restaurant
Vivian West,-41.29544066451157,174.77703043527146,56943e75498e296e8d59b165,Mojo St James,-41.293049,174.779664,Coffee Shop
Vivian West,-41.29544066451157,174.77703043527146,4ce3209eb7a3b1f790872e8d,Japan City,-41.2928870455407,174.77586114152786,Miscellaneous Shop
Vivian West,-41.29544066451157,174.77703043527146,56666600498eae0215f91d95,Dirty Little Secret,-41.29251334052597,174.77841150590262,Bar
Vivian West,-41.29544066451157,174.77703043527146,50c4df35e4b025008075af6b,Poquito,-41.29257652157707,174.7816401249003,Tapas Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4f6441b6e4b04d4b1566f2ab,Crumpet,-41.29176987197876,174.77754150504117,Cocktail Bar
Vivian West,-41.29544066451157,174.77703043527146,5348fcd7498e91dbba6e1832,Crafters & Co,-41.29432586974737,174.77281703024053,Bar
Vivian West,-41.29544066451157,174.77703043527146,4b0dd057f964a520925023e3,Abrakebabra,-41.29100188410152,174.7765159754541,Middle Eastern Restaurant
Vivian West,-41.29544066451157,174.77703043527146,4b0b700cf964a520773123e3,Kazu,-41.29267131166199,174.7815639935095,Japanese Restaurant
Vivian West,-41.29544066451157,174.77703043527146,5b8efeb7c0f1630039751c0b,People’s Coffee,-41.291993,174.778994,Coffee Shop
Vivian West,-41.29544066451157,174.77703043527146,4e68790414954826adb0157f,Denny's,-41.29336998550622,174.77258470189318,Breakfast Spot
Vivian West,-41.29544066451157,174.77703043527146,4b058775f964a520c89322e3,Accommodation Central on Willis,-41.292739652725665,174.773077121403,Hotel
Vivian West,-41.29544066451157,174.77703043527146,4fc4298fe4b031080b5eff1a,New Zealand Film Commission,-41.292583186595316,174.7724174031819,Government Building
Wadestown,-41.26228222299994,174.77554424900006,531a425f498e90f56ade3d18,wadestown village green,-41.263467,174.776674,Park
Wadestown,-41.26228222299994,174.77554424900006,4b087579f964a520500c23e3,The Wadestown Kitchen,-41.26191875022586,174.77410613508414,Breakfast Spot
Wadestown,-41.26228222299994,174.77554424900006,4b4c2749f964a520e8ae26e3,Burger Wisconsin,-41.261887953062065,174.77448709385962,Burger Joint
Wadestown,-41.26228222299994,174.77554424900006,4dd60b7cd4c05d5096c78a5a,Wadestown Seafoods,-41.264039,174.77846991,Fish & Chips Shop
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4b7a2fb8f964a520c8252fe3,Cosa Nostra,-41.278375911976134,174.76970547711514,Italian Restaurant
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4b058779f964a520779422e3,Wellington Botanic Garden,-41.28316003463139,174.76617336273193,Botanical Garden
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4b05877bf964a520f49422e3,Lady Norwood Rose Garden,-41.280595925367706,174.7694781431268,Garden
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4b301934f964a52006f624e3,Picnic Cafe,-41.281006170251615,174.76942149966203,Cafe
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4bc8ff273740b71314ef5d65,Carter Observatory,-41.28429867884435,174.76717629984032,Planetarium
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4f628537e4b086a33569222e,Sprig & Fern,-41.278822454095675,174.76912140129016,Brewery
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4b05877cf964a520209522e3,Tinakori Bistro,-41.27843,174.76953,Restaurant
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4d22c433f7a9a1431561429f,Silver Oaks On Thorndon,-41.28054732350979,174.7664424071175,Hotel
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,50de60a4e4b0fe642aaf995b,Begonia House,-41.28093517361728,174.7692517526283,Garden
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4c634993ec94a59389912bca,Treehouse Visitor Centre,-41.28225379329534,174.76626396331912,Tourist Information Center
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,5aecdbcdacb00b002cb8f00e,Goods Cafe & Manufactory,-41.278856,174.76891,Cafe
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4b31673ff964a5204b0625e3,Cafe Leafee,-41.27825198085591,174.7698841905708,Cafe
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4b058777f964a5201d9422e3,The Speight's Ale House,-41.278176086655954,174.7699743222084,Bar
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4b058775f964a520dd9322e3,The Shepherds Arms Hotel,-41.278172646641444,174.77000080794272,Hotel
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4e34c74a45dd1c42bf1880fb,Wellington Botanic Garden Play Area,-41.2836118285701,174.76547029951504,Playground
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4f6e683ee4b05c9c2bcec056,Seddon Memorial,-41.27942331629239,174.77167311183197,Monument / Landmark
Wellington Botanic Gardens,-41.28047999999996,174.7673000000001,4ddb0effb0fb97d348bfb2aa,Dominion Observatory,-41.28434615300562,174.76829795773213,Science Museum
Wellington Central,-41.28489352399998,174.77610046600012,5260e367498e6ef7c75f33e2,Charley Noble,-41.285057524115466,174.77778661494813,Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,4dcca5ce183899ddfaa5f401,Cafe Breton,-41.28359455055358,174.7767392248014,Cafe
Wellington Central,-41.28489352399998,174.77610046600012,4b058777f964a520269422e3,Boulcott Street Bistro,-41.28564230092162,174.77378974073076,Bistro
Wellington Central,-41.28489352399998,174.77610046600012,4c4924706f1420a157e53655,Cuckoo,-41.283719859595955,174.77840979386804,Cocktail Bar
Wellington Central,-41.28489352399998,174.77610046600012,4d7d514e73ca548104d16e7c,Jeff Cafe,-41.28529956219531,174.77385212720128,Chinese Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,5645426f498e7e8901f29ca8,Tommy Millions,-41.28290839453433,174.77719090452297,Pizza Place
Wellington Central,-41.28489352399998,174.77610046600012,4b058780f964a5203b9622e3,Fergs Kayaks,-41.28515805834021,174.77925307637796,Climbing Gym
Wellington Central,-41.28489352399998,174.77610046600012,4b0edc10f964a520045c23e3,French Kiss Cafe,-41.28469596001275,174.77736210610436,Food Truck
Wellington Central,-41.28489352399998,174.77610046600012,562e9034498e8d86e5a0df1d,Frank's Coffee,-41.283237428124785,174.7746921498262,Coffee Shop
Wellington Central,-41.28489352399998,174.77610046600012,57d34c90498e4b7c82774cd4,PappaRich Malaysian Delights,-41.28479499718307,174.77671360747317,Malay Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,4b05877cf964a520fe9422e3,Wellington Museum,-41.28518363317264,174.77808237075806,History Museum
Wellington Central,-41.28489352399998,174.77610046600012,4b300814f964a520c0f424e3,Sushi Bi,-41.28222283727015,174.77607141782383,Sushi Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,4f31b25be4b0f99d889e7ea9,Funicular,-41.28444689371787,174.7756405328253,Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,4b05e0fbf964a52005e522e3,Rahzoo Cafe,-41.2822189255308,174.77700834460433,Cafe
Wellington Central,-41.28489352399998,174.77610046600012,4b058778f964a520459422e3,Pravda Cafe,-41.28603980266195,174.77650220555608,Cafe
Wellington Central,-41.28489352399998,174.77610046600012,4cd3bd1104c2236a2a1fcfc7,Wellington Waterfront,-41.28807366373124,174.77952846465723,Waterfront
Wellington Central,-41.28489352399998,174.77610046600012,4b0f124ef964a520d85e23e3,Alaturka,-41.282157658119765,174.77637812731214,Turkish Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,4b05877ef964a5208f9522e3,Unity Books,-41.28779101061423,174.7755769896634,Bookstore
Wellington Central,-41.28489352399998,174.77610046600012,4b058775f964a520c39322e3,InterContinental,-41.2846148,174.777121,Hotel
Wellington Central,-41.28489352399998,174.77610046600012,4b058778f964a5204b9422e3,Nikau Gallery Cafe,-41.288483020232675,174.77757845883235,Cafe
Wellington Central,-41.28489352399998,174.77610046600012,4b058777f964a520209422e3,Dockside,-41.28458965703554,174.7794647153623,Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,4b2e7ea6f964a52033e124e3,Sir Breadwins,-41.28080314386668,174.7761083619576,Sandwich Place
Wellington Central,-41.28489352399998,174.77610046600012,4b09c95ef964a520951d23e3,Gotham,-41.28757490929967,174.77646279644793,Cafe
Wellington Central,-41.28489352399998,174.77610046600012,4b08b2d1f964a520fe1023e3,Butlers Chocolate Cafe,-41.288937687126264,174.77480794611455,Chocolate Shop
Wellington Central,-41.28489352399998,174.77610046600012,546d2a4d498e934c7a22faaf,Seize,-41.28087770838137,174.77598845867197,Salad Place
Wellington Central,-41.28489352399998,174.77610046600012,4cd0af8c1ac7a1cdf6261b92,Ti Kouka,-41.28821427037032,174.77532837178563,Cafe
Wellington Central,-41.28489352399998,174.77610046600012,4b058779f964a520739422e3,City to Sea Bridge,-41.2888220476335,174.7784464718706,Bridge
Wellington Central,-41.28489352399998,174.77610046600012,4b058777f964a520289422e3,The Lido Cafe,-41.28913570450223,174.77607076130516,Cafe
Wellington Central,-41.28489352399998,174.77610046600012,4b2f2d6df964a520fce924e3,Civic Square,-41.28867601035872,174.77722921752957,Plaza
Wellington Central,-41.28489352399998,174.77610046600012,4d6f263aedca2c0f55474fea,Rydges Hotel,-41.28083393706108,174.77840486240214,Hotel
Wellington Central,-41.28489352399998,174.77610046600012,4c6492c4f07e2d7f91bd8f50,Pita Pit,-41.282340953304264,174.77749973597324,Sandwich Place
Wellington Central,-41.28489352399998,174.77610046600012,4b05877ef964a5207d9522e3,Mrs Higgins Cookies,-41.28210923159745,174.7761852568074,Bakery
Wellington Central,-41.28489352399998,174.77610046600012,4f5fdb0de4b0ba0cdfc6730f,Sushi Bi!,-41.28881391122922,174.77490143204957,Sushi Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,4b8ef9fbf964a5204c4233e3,Juniper Gin Bar & Restaurant,-41.282877851503734,174.77706858351567,Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,4b0dc111f964a5207b4f23e3,Petit Bordeaux,-41.28296161951739,174.77727898984938,Bakery
Wellington Central,-41.28489352399998,174.77610046600012,4f4eb397e4b008082b86603d,Chef's Palette,-41.282228151596605,174.7758883993509,Salad Place
Wellington Central,-41.28489352399998,174.77610046600012,4b05f631f964a52099e622e3,Mojo,-41.289249064728416,174.77568784747135,Coffee Shop
Wellington Central,-41.28489352399998,174.77610046600012,4b1da4f4f964a520731324e3,Pandoro Panetteria,-41.28206714450764,174.77535741837485,Bakery
Wellington Central,-41.28489352399998,174.77610046600012,4b0e2ab2f964a520875523e3,Mojo Waterfront,-41.28293038822464,174.7787164173503,Coffee Shop
Wellington Central,-41.28489352399998,174.77610046600012,4b1c2efef964a520c50324e3,Farmers,-41.282669871674216,174.77590788764132,Department Store
Wellington Central,-41.28489352399998,174.77610046600012,4fc53f9ce4b084617019cb3a,Portlander,-41.280854706189096,174.77837381209986,Steakhouse
Wellington Central,-41.28489352399998,174.77610046600012,541e73e2498e76f1b469db5b,Bethel Woods,-41.28124285812877,174.77505840175542,BBQ Joint
Wellington Central,-41.28489352399998,174.77610046600012,4b81ce68f964a52022bf30e3,Chummeez Cafe,-41.2807886756311,174.77609651153006,Asian Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,51479cd7e4b09c3bed1a6a97,Mad Mex,-41.28179625203033,174.7758883125382,Mexican Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,57994f00498eec57623a8916,David Jones,-41.28268926598718,174.7758963748678,Department Store
Wellington Central,-41.28489352399998,174.77610046600012,4c10886c3ce120a18348081c,Clifton Cable Car Station,-41.284895581808584,174.77317188039797,Cable Car
Wellington Central,-41.28489352399998,174.77610046600012,4b26ffb6f964a520e98324e3,Burger King,-41.282295338057885,174.77612236373713,Fast Food Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,4ede6f3de5fa78b172df4257,Wholly Bagels & Pizza,-41.282491051557244,174.77849166787433,Bagel Shop
Wellington Central,-41.28489352399998,174.77610046600012,4e06bf8db0fbba5eee18379c,Asiana Day Spa,-41.28218709825129,174.7760469589044,Spa
Wellington Central,-41.28489352399998,174.77610046600012,4b05fb3ef964a520dfe622e3,Kumutoto Plaza,-41.28280618934404,174.7787577369123,Plaza
Wellington Central,-41.28489352399998,174.77610046600012,4ddafc3f2271ac90476a0a88,Mexican QBT,-41.282821020953506,174.7789164855528,Mexican Restaurant
Wellington Central,-41.28489352399998,174.77610046600012,4f10d021e4b0aabf1715b9d7,Apespresso Cafe,-41.28742366980183,174.77245229511394,Cafe
Wellington Central,-41.28489352399998,174.77610046600012,4f18e9aee4b0be3a3c41411f,Cafe Ink,-41.28762568065543,174.77256524071933,Cafe
Wellington Central,-41.28489352399998,174.77610046600012,4ca2db2ba73cb60cb2f11378,Yeung Shing,-41.287618938668004,174.77253200278494,Chinese Restaurant
Wellington University,-41.302809999999965,174.77460000000008,4ba34da0f964a520323438e3,Tussock Bar and Cafe,-41.30252765025611,174.77557521704435,Cafe
Wellington University,-41.302809999999965,174.77460000000008,4b806137f964a520006d30e3,Mt Cook Cafe,-41.303892504151534,174.775005980361,Cafe
