Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Akoranga,-36.79538106755714,174.7530516279308,McDonald's,-36.79284610184458,174.7485686836684,Fast Food Restaurant
Akoranga,-36.79538106755714,174.7530516279308,YMCA,-36.793496373293465,174.74965455354308,Gym
Akoranga,-36.79538106755714,174.7530516279308,Subway,-36.79671518693288,174.7571676895394,Sandwich Place
Akoranga,-36.79538106755714,174.7530516279308,Takapuna Rugby Club Grounds,-36.79241701745535,174.74981414982986,Athletics & Sports
Albany Central,-36.848054966818566,174.73510005266175,Five Loaves,-36.84549798198214,174.73538117969207,Café
Albany Central,-36.848054966818566,174.73510005266175,Fishsmith,-36.84548450901409,174.7355052925074,Fast Food Restaurant
Albany Central,-36.848054966818566,174.73510005266175,Dear Jervois,-36.84568367122416,174.7341590704603,Café
Albany Central,-36.848054966818566,174.73510005266175,Janken,-36.84523904876093,174.7374048199525,Japanese Restaurant
Albany Central,-36.848054966818566,174.73510005266175,Andiamo,-36.845449339629845,174.73586997796667,Italian Restaurant
Albany Central,-36.848054966818566,174.73510005266175,Cox's Creek,-36.849867556720184,174.73300081878884,River
Albany Central,-36.848054966818566,174.73510005266175,Herne Bay Pharmacy,-36.84550177284334,174.73531866904656,Pharmacy
Albany Central,-36.848054966818566,174.73510005266175,Bacio Cafe,-36.845474,174.73492,Café
Albany Central,-36.848054966818566,174.73510005266175,Erawan Thai,-36.845408,174.734785,Thai Restaurant
Albany Central,-36.848054966818566,174.73510005266175,Taisho Yakitori Bar,-36.84541977185074,174.73602185003435,Japanese Restaurant
Albany Central,-36.848054966818566,174.73510005266175,Pure,-36.84541,174.73616,American Restaurant
Albany Central,-36.848054966818566,174.73510005266175,John Dory's Takeaways,-36.84538239812875,174.73621117902792,Seafood Restaurant
Albany Central,-36.848054966818566,174.73510005266175,The Butcher’s Son,-36.84536,174.736251,Café
Albany Central,-36.848054966818566,174.73510005266175,Paris Butter,-36.845463,174.73701,French Restaurant
Albany Central,-36.848054966818566,174.73510005266175,Hukanui Reserve,-36.85147932292216,174.7324158476402,Park
Albany Heights,-36.71601880799994,174.69289730700007,Albany Accounting,-36.71850041442201,174.6928632259369,Business Service
Albany South,-36.848054966818566,174.73510005266175,Five Loaves,-36.84549798198214,174.73538117969207,Café
Albany South,-36.848054966818566,174.73510005266175,Fishsmith,-36.84548450901409,174.7355052925074,Fast Food Restaurant
Albany South,-36.848054966818566,174.73510005266175,Dear Jervois,-36.84568367122416,174.7341590704603,Café
Albany South,-36.848054966818566,174.73510005266175,Janken,-36.84523904876093,174.7374048199525,Japanese Restaurant
Albany South,-36.848054966818566,174.73510005266175,Andiamo,-36.845449339629845,174.73586997796667,Italian Restaurant
Albany South,-36.848054966818566,174.73510005266175,Cox's Creek,-36.849867556720184,174.73300081878884,River
Albany South,-36.848054966818566,174.73510005266175,Herne Bay Pharmacy,-36.84550177284334,174.73531866904656,Pharmacy
Albany South,-36.848054966818566,174.73510005266175,Bacio Cafe,-36.845474,174.73492,Café
Albany South,-36.848054966818566,174.73510005266175,Erawan Thai,-36.845408,174.734785,Thai Restaurant
Albany South,-36.848054966818566,174.73510005266175,Taisho Yakitori Bar,-36.84541977185074,174.73602185003435,Japanese Restaurant
Albany South,-36.848054966818566,174.73510005266175,Pure,-36.84541,174.73616,American Restaurant
Albany South,-36.848054966818566,174.73510005266175,John Dory's Takeaways,-36.84538239812875,174.73621117902792,Seafood Restaurant
Albany South,-36.848054966818566,174.73510005266175,The Butcher’s Son,-36.84536,174.736251,Café
Albany South,-36.848054966818566,174.73510005266175,Paris Butter,-36.845463,174.73701,French Restaurant
Albany South,-36.848054966818566,174.73510005266175,Hukanui Reserve,-36.85147932292216,174.7324158476402,Park
Albany West,-36.848054966818566,174.73510005266175,Five Loaves,-36.84549798198214,174.73538117969207,Café
Albany West,-36.848054966818566,174.73510005266175,Fishsmith,-36.84548450901409,174.7355052925074,Fast Food Restaurant
Albany West,-36.848054966818566,174.73510005266175,Dear Jervois,-36.84568367122416,174.7341590704603,Café
Albany West,-36.848054966818566,174.73510005266175,Janken,-36.84523904876093,174.7374048199525,Japanese Restaurant
Albany West,-36.848054966818566,174.73510005266175,Andiamo,-36.845449339629845,174.73586997796667,Italian Restaurant
Albany West,-36.848054966818566,174.73510005266175,Cox's Creek,-36.849867556720184,174.73300081878884,River
Albany West,-36.848054966818566,174.73510005266175,Herne Bay Pharmacy,-36.84550177284334,174.73531866904656,Pharmacy
Albany West,-36.848054966818566,174.73510005266175,Bacio Cafe,-36.845474,174.73492,Café
Albany West,-36.848054966818566,174.73510005266175,Erawan Thai,-36.845408,174.734785,Thai Restaurant
Albany West,-36.848054966818566,174.73510005266175,Taisho Yakitori Bar,-36.84541977185074,174.73602185003435,Japanese Restaurant
Albany West,-36.848054966818566,174.73510005266175,Pure,-36.84541,174.73616,American Restaurant
Albany West,-36.848054966818566,174.73510005266175,John Dory's Takeaways,-36.84538239812875,174.73621117902792,Seafood Restaurant
Albany West,-36.848054966818566,174.73510005266175,The Butcher’s Son,-36.84536,174.736251,Café
Albany West,-36.848054966818566,174.73510005266175,Paris Butter,-36.845463,174.73701,French Restaurant
Albany West,-36.848054966818566,174.73510005266175,Hukanui Reserve,-36.85147932292216,174.7324158476402,Park
Anzac Avenue,-36.848022744646926,174.7730313966368,Ken Yakitori Bar,-36.84689835867455,174.77201010336668,Yakitori Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Pizza Fresco,-36.84572358029725,174.77322251503665,Pizza Place
Anzac Avenue,-36.848022744646926,174.7730313966368,White's & Co.,-36.84485391994489,174.77019170364798,Frozen Yogurt Shop
Anzac Avenue,-36.848022744646926,174.7730313966368,Jucy Car and Campervan Rentals,-36.850053120607114,174.77604386393415,Rental Car Location
Anzac Avenue,-36.848022744646926,174.7730313966368,Les Mills,-36.84447660669214,174.77105794643688,Gym
Anzac Avenue,-36.848022744646926,174.7730313966368,be. specialty,-36.84616408100342,174.76901026473868,Café
Anzac Avenue,-36.848022744646926,174.7730313966368,Giapo,-36.845838,174.76877,Ice Cream Shop
Anzac Avenue,-36.848022744646926,174.7730313966368,Amano,-36.84451807241657,174.77032465016515,Italian Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Waldorf Stadium Apartments Hotel,-36.84692652393962,174.7733328714355,Hotel
Anzac Avenue,-36.848022744646926,174.7730313966368,1920's Cafe,-36.84689327178828,174.7737852680361,Café
Anzac Avenue,-36.848022744646926,174.7730313966368,Little India,-36.84608676781868,174.77165771398307,Indian Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Atrium On Takutai,-36.84477563357384,174.76998795069167,Shopping Mall
Anzac Avenue,-36.848022744646926,174.7730313966368,Caretaker,-36.8449857674929,174.76934127489224,Speakeasy
Anzac Avenue,-36.848022744646926,174.7730313966368,Sal's Authentic New York Pizza,-36.846371,174.76815,Pizza Place
Anzac Avenue,-36.848022744646926,174.7730313966368,Mexico,-36.84544868987656,174.7702495925092,Mexican Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Takutai Square,-36.8446925604433,174.7694456577301,Plaza
Anzac Avenue,-36.848022744646926,174.7730313966368,Brew on Quay,-36.844479,174.7708,Bar
Anzac Avenue,-36.848022744646926,174.7730313966368,Ima Bistro,-36.84616471335186,174.76893021083734,Middle Eastern Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Fukuko,-36.84457040824165,174.76948157617917,Cocktail Bar
Anzac Avenue,-36.848022744646926,174.7730313966368,Old Government House,-36.84968870635767,174.77061645585934,Historic Site
Anzac Avenue,-36.848022744646926,174.7730313966368,Ostro,-36.8443537703308,174.7701439784301,Seafood Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Adina Apartments,-36.84642805057681,174.7748442004161,Hotel
Anzac Avenue,-36.848022744646926,174.7730313966368,Pullman Auckland Hotel,-36.84808553218189,174.77051832700045,Hotel
Anzac Avenue,-36.848022744646926,174.7730313966368,Espresso Workshop,-36.84497214394921,174.7706785846277,Coffee Shop
Anzac Avenue,-36.848022744646926,174.7730313966368,OBar,-36.84796,174.76776,Bar
Anzac Avenue,-36.848022744646926,174.7730313966368,Spark Arena,-36.847170034699225,174.77699787169152,Stadium
Anzac Avenue,-36.848022744646926,174.7730313966368,Miann,-36.846363,174.76904,Dessert Shop
Anzac Avenue,-36.848022744646926,174.7730313966368,Char Grill,-36.845648464739625,174.76981904893864,Middle Eastern Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,L'Assiette,-36.84478629128428,174.7707812469532,French Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Racket Bar,-36.845205450032054,174.7693577425149,Bar
Anzac Avenue,-36.848022744646926,174.7730313966368,Vivace Restaurant and Bar,-36.845996,174.770069,Italian Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Saigonz,-36.846436515882196,174.77299549023775,Vietnamese Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Tai Ping Trading Co Ltd,-36.84803193548835,174.77426111365904,Grocery Store
Anzac Avenue,-36.848022744646926,174.7730313966368,Sierra Cafe,-36.846018039140105,174.76964732110252,Café
Anzac Avenue,-36.848022744646926,174.7730313966368,Tanpopo Ramen,-36.845969330286536,174.77160583011545,Japanese Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Copthorne Hotel,-36.849654,174.773641,Hotel
Anzac Avenue,-36.848022744646926,174.7730313966368,China Yum Char,-36.8450811118668,174.77090203284695,Chinese Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,SO Sofitel,-36.845511,174.769334,Hotel
Anzac Avenue,-36.848022744646926,174.7730313966368,Countdown,-36.84523230508405,174.77321879798785,Supermarket
Anzac Avenue,-36.848022744646926,174.7730313966368,JUCY Snooze Hotel,-36.84686476225319,174.77104425430298,Hotel
Anzac Avenue,-36.848022744646926,174.7730313966368,Easy Tiger,-36.8466932475603,174.77421691682372,Bar
Anzac Avenue,-36.848022744646926,174.7730313966368,S-Mart Asian Grocery,-36.84808185288421,174.77400281335852,Grocery Store
Anzac Avenue,-36.848022744646926,174.7730313966368,Mahuhu Espresso,-36.84679272500457,174.7743749450566,Coffee Shop
Anzac Avenue,-36.848022744646926,174.7730313966368,Thai Yanee,-36.848786,174.773873,Thai Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Yard Bar | Eatery,-36.846747,174.774522,Café
Anzac Avenue,-36.848022744646926,174.7730313966368,Te Taou Reserve,-36.848193738745444,174.7746757072586,Park
Anzac Avenue,-36.848022744646926,174.7730313966368,Roll N Sushi,-36.846650286816015,174.77379380682012,Sushi Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Mahuhu Ki Te Rangi Park,-36.84704995891404,174.7750835178821,Park
Anzac Avenue,-36.848022744646926,174.7730313966368,Constitution Hill,-36.85053933469365,174.77349042892456,Park
Anzac Avenue,-36.848022744646926,174.7730313966368,Bus Stop 7144 S1 Waterloo,-36.85050446,174.772023,Bus Stop
Anzac Avenue,-36.848022744646926,174.7730313966368,The Tuning Fork,-36.84758869006875,174.7764037847846,Music Venue
Anzac Avenue,-36.848022744646926,174.7730313966368,The Crown,-36.84527240844281,174.76879538150658,Brewery
Anzac Avenue,-36.848022744646926,174.7730313966368,Kitchen Fusion,-36.850931477410604,174.77513690113122,Chinese Restaurant
Anzac Avenue,-36.848022744646926,174.7730313966368,Atomic Espresso,-36.846965960560816,174.76886203469576,Coffee Shop
Anzac Avenue,-36.848022744646926,174.7730313966368,World,-36.844535022939986,174.76999077370738,Boutique
Anzac Avenue,-36.848022744646926,174.7730313966368,Ted Baker,-36.8446603056361,174.7694739880607,Clothing Store
Aorere Central,-36.85728931781468,174.7807058984133,Casa Del Gelato,-36.85631942298658,174.7808492502494,Dessert Shop
Aorere Central,-36.85728931781468,174.7807058984133,Non Solo Pizza,-36.856154551558085,174.78051517723136,Pizza Place
Aorere Central,-36.85728931781468,174.7807058984133,The Blue Elephant,-36.855686286174574,174.78025841382905,Thai Restaurant
Aorere Central,-36.85728931781468,174.7807058984133,Renkon,-36.85507758085886,174.78014838338868,Japanese Restaurant
Aorere Central,-36.85728931781468,174.7807058984133,Übertec Ltd,-36.85814740121487,174.78261991603463,Electronics Store
Aorere Central,-36.85728931781468,174.7807058984133,Woodpecker Hill,-36.85461150087204,174.77996764042967,Restaurant
Aorere Central,-36.85728931781468,174.7807058984133,Chocolate Boutique,-36.85720895639275,174.78140062528132,Dessert Shop
Aorere Central,-36.85728931781468,174.7807058984133,Mozaik Coffee,-36.854102051167224,174.7797165400482,Coffee Shop
Aorere Central,-36.85728931781468,174.7807058984133,La Porchetta Parnell,-36.854385106513305,174.77980522819684,Italian Restaurant
Aorere Central,-36.85728931781468,174.7807058984133,Espresso Workshop,-36.85435005446039,174.7791039726209,Coffee Shop
Aorere Central,-36.85728931781468,174.7807058984133,Oh Calcutta,-36.85405679783132,174.77958152476634,Indian Restaurant
Aorere Central,-36.85728931781468,174.7807058984133,La Cigale,-36.85360223870295,174.78390890095613,Farmers Market
Aorere Central,-36.85728931781468,174.7807058984133,Verve,-36.85697360402103,174.781358592784,Café
Aorere Central,-36.85728931781468,174.7807058984133,Auckland Museum,-36.86049154357707,174.77789733175103,History Museum
Aorere Central,-36.85728931781468,174.7807058984133,Biskit,-36.85502662784639,174.78017874492093,Café
Aorere Central,-36.85728931781468,174.7807058984133,Moto Japanese Restaurant,-36.85693914448292,174.78131151893,Japanese Restaurant
Aorere Central,-36.85728931781468,174.7807058984133,Movenpick Ice Cream,-36.854093739422034,174.7796008875266,Ice Cream Shop
Aorere Central,-36.85728931781468,174.7807058984133,BurgerFuel,-36.85474,174.779845,Burger Joint
Aorere Central,-36.85728931781468,174.7807058984133,Di Mare,-36.856007,174.78041,Italian Restaurant
Aorere Central,-36.85728931781468,174.7807058984133,VANIYE Patisserie,-36.8534040323295,174.77954723724733,Coffee Shop
Aorere Central,-36.85728931781468,174.7807058984133,Strawberry Alarm Clock,-36.853405201909105,174.77915595036652,Café
Aorere Central,-36.85728931781468,174.7807058984133,Organic Africa,-36.858273486652195,174.7823165744669,Café
Aorere Central,-36.85728931781468,174.7807058984133,Crust Pizza,-36.85809030065959,174.7821789561565,Pizza Place
Aorere Central,-36.85728931781468,174.7807058984133,The Ivory Lounge,-36.858923,174.782929,Bar
Aorere North,-36.85728931781468,174.7807058984133,Casa Del Gelato,-36.85631942298658,174.7808492502494,Dessert Shop
Aorere North,-36.85728931781468,174.7807058984133,Non Solo Pizza,-36.856154551558085,174.78051517723136,Pizza Place
Aorere North,-36.85728931781468,174.7807058984133,The Blue Elephant,-36.855686286174574,174.78025841382905,Thai Restaurant
Aorere North,-36.85728931781468,174.7807058984133,Renkon,-36.85507758085886,174.78014838338868,Japanese Restaurant
Aorere North,-36.85728931781468,174.7807058984133,Übertec Ltd,-36.85814740121487,174.78261991603463,Electronics Store
Aorere North,-36.85728931781468,174.7807058984133,Woodpecker Hill,-36.85461150087204,174.77996764042967,Restaurant
Aorere North,-36.85728931781468,174.7807058984133,Chocolate Boutique,-36.85720895639275,174.78140062528132,Dessert Shop
Aorere North,-36.85728931781468,174.7807058984133,Mozaik Coffee,-36.854102051167224,174.7797165400482,Coffee Shop
Aorere North,-36.85728931781468,174.7807058984133,La Porchetta Parnell,-36.854385106513305,174.77980522819684,Italian Restaurant
Aorere North,-36.85728931781468,174.7807058984133,Espresso Workshop,-36.85435005446039,174.7791039726209,Coffee Shop
Aorere North,-36.85728931781468,174.7807058984133,Oh Calcutta,-36.85405679783132,174.77958152476634,Indian Restaurant
Aorere North,-36.85728931781468,174.7807058984133,La Cigale,-36.85360223870295,174.78390890095613,Farmers Market
Aorere North,-36.85728931781468,174.7807058984133,Verve,-36.85697360402103,174.781358592784,Café
Aorere North,-36.85728931781468,174.7807058984133,Auckland Museum,-36.86049154357707,174.77789733175103,History Museum
Aorere North,-36.85728931781468,174.7807058984133,Biskit,-36.85502662784639,174.78017874492093,Café
Aorere North,-36.85728931781468,174.7807058984133,Moto Japanese Restaurant,-36.85693914448292,174.78131151893,Japanese Restaurant
Aorere North,-36.85728931781468,174.7807058984133,Movenpick Ice Cream,-36.854093739422034,174.7796008875266,Ice Cream Shop
Aorere North,-36.85728931781468,174.7807058984133,BurgerFuel,-36.85474,174.779845,Burger Joint
Aorere North,-36.85728931781468,174.7807058984133,Di Mare,-36.856007,174.78041,Italian Restaurant
Aorere North,-36.85728931781468,174.7807058984133,VANIYE Patisserie,-36.8534040323295,174.77954723724733,Coffee Shop
Aorere North,-36.85728931781468,174.7807058984133,Strawberry Alarm Clock,-36.853405201909105,174.77915595036652,Café
Aorere North,-36.85728931781468,174.7807058984133,Organic Africa,-36.858273486652195,174.7823165744669,Café
Aorere North,-36.85728931781468,174.7807058984133,Crust Pizza,-36.85809030065959,174.7821789561565,Pizza Place
Aorere North,-36.85728931781468,174.7807058984133,The Ivory Lounge,-36.858923,174.782929,Bar
Aorere South,-36.85728931781468,174.7807058984133,Casa Del Gelato,-36.85631942298658,174.7808492502494,Dessert Shop
Aorere South,-36.85728931781468,174.7807058984133,Non Solo Pizza,-36.856154551558085,174.78051517723136,Pizza Place
Aorere South,-36.85728931781468,174.7807058984133,The Blue Elephant,-36.855686286174574,174.78025841382905,Thai Restaurant
Aorere South,-36.85728931781468,174.7807058984133,Renkon,-36.85507758085886,174.78014838338868,Japanese Restaurant
Aorere South,-36.85728931781468,174.7807058984133,Übertec Ltd,-36.85814740121487,174.78261991603463,Electronics Store
Aorere South,-36.85728931781468,174.7807058984133,Woodpecker Hill,-36.85461150087204,174.77996764042967,Restaurant
Aorere South,-36.85728931781468,174.7807058984133,Chocolate Boutique,-36.85720895639275,174.78140062528132,Dessert Shop
Aorere South,-36.85728931781468,174.7807058984133,Mozaik Coffee,-36.854102051167224,174.7797165400482,Coffee Shop
Aorere South,-36.85728931781468,174.7807058984133,La Porchetta Parnell,-36.854385106513305,174.77980522819684,Italian Restaurant
Aorere South,-36.85728931781468,174.7807058984133,Espresso Workshop,-36.85435005446039,174.7791039726209,Coffee Shop
Aorere South,-36.85728931781468,174.7807058984133,Oh Calcutta,-36.85405679783132,174.77958152476634,Indian Restaurant
Aorere South,-36.85728931781468,174.7807058984133,La Cigale,-36.85360223870295,174.78390890095613,Farmers Market
Aorere South,-36.85728931781468,174.7807058984133,Verve,-36.85697360402103,174.781358592784,Café
Aorere South,-36.85728931781468,174.7807058984133,Auckland Museum,-36.86049154357707,174.77789733175103,History Museum
Aorere South,-36.85728931781468,174.7807058984133,Biskit,-36.85502662784639,174.78017874492093,Café
Aorere South,-36.85728931781468,174.7807058984133,Moto Japanese Restaurant,-36.85693914448292,174.78131151893,Japanese Restaurant
Aorere South,-36.85728931781468,174.7807058984133,Movenpick Ice Cream,-36.854093739422034,174.7796008875266,Ice Cream Shop
Aorere South,-36.85728931781468,174.7807058984133,BurgerFuel,-36.85474,174.779845,Burger Joint
Aorere South,-36.85728931781468,174.7807058984133,Di Mare,-36.856007,174.78041,Italian Restaurant
Aorere South,-36.85728931781468,174.7807058984133,VANIYE Patisserie,-36.8534040323295,174.77954723724733,Coffee Shop
Aorere South,-36.85728931781468,174.7807058984133,Strawberry Alarm Clock,-36.853405201909105,174.77915595036652,Café
Aorere South,-36.85728931781468,174.7807058984133,Organic Africa,-36.858273486652195,174.7823165744669,Café
Aorere South,-36.85728931781468,174.7807058984133,Crust Pizza,-36.85809030065959,174.7821789561565,Pizza Place
Aorere South,-36.85728931781468,174.7807058984133,The Ivory Lounge,-36.858923,174.782929,Bar
Auckland Airport,-37.00805999999994,174.79167000000007,Air New Zealand Domestic Lounge,-37.00667744747417,174.791225304788,Airport Lounge
Auckland Airport,-37.00805999999994,174.79167000000007,Air New Zealand Domestic Check-in,-37.00646523479862,174.79113364789822,Airport Service
Auckland Airport,-37.00805999999994,174.79167000000007,Auckland International Airport Management Offices,-37.004360248732944,174.78913591028288,Office
Auckland Airport,-37.00805999999994,174.79167000000007,Dunkin',-37.00647727692913,174.79082787627118,Donut Shop
Auckland Airport,-37.00805999999994,174.79167000000007,McDonald's,-37.00645189272014,174.79040993519155,Fast Food Restaurant
Auckland Airport,-37.00805999999994,174.79167000000007,Hayama Sushi Bar,-37.00640885483822,174.79057370225942,Sushi Restaurant
Auckland Airport,-37.00805999999994,174.79167000000007,Hub convenience,-37.00692,174.79051,Grocery Store
Auckland Airport,-37.00805999999994,174.79167000000007,Shaky Isles Coffee Co.,-37.00685704572676,174.79046661958233,Café
Auckland Airport,-37.00805999999994,174.79167000000007,NZ463,-37.00672468882965,174.79139864864803,Plane
Auckland Airport,-37.00805999999994,174.79167000000007,Orleans Chicken & Waffles,-37.006489,174.790468,Southern / Soul Food Restaurant
Auckland-University,-36.87931999999995,174.84508000000005,Scarbro Tennis Centre,-36.88004108899054,174.8428179577126,Tennis Court
Auckland-University,-36.87931999999995,174.84508000000005,Colin Maiden Park,-36.88120958837218,174.84922082814109,College Stadium
Auckland-University,-36.87931999999995,174.84508000000005,The Dusty Apron,-36.874982,174.844038,Bakery
Avondale Rosebank,-36.88957332799998,174.68242603500005,Orchard Reserve,-36.890088527586514,174.68109299699165,Park
Avondale Rosebank,-36.88957332799998,174.68242603500005,Castor Bay,-36.889340756738655,174.68440158066483,Beach
Avondale Rosebank,-36.88957332799998,174.68242603500005,Avondale Superette,-36.88744696635247,174.68450546264648,Convenience Store
Avondale Rosebank,-36.88957332799998,174.68242603500005,Cafe Bergarac,-36.886332,174.684628,Café
Avondale Rosebank,-36.88957332799998,174.68242603500005,Avondale Skatepark,-36.89324625375958,174.67999519953955,Skate Park
Awaruku,-36.69690568574854,174.74031156479404,Cafe Anatolia,-36.698764,174.737381,Kebab Restaurant
Awaruku,-36.69690568574854,174.74031156479404,Bus Stop 3012,-36.694866,174.743052,Bus Stop
Awaruku,-36.69690568574854,174.74031156479404,Awarua Reserve,-36.696774,174.73579,Park
Balmoral,-36.88819999999998,174.7401900000001,Bawarchi,-36.89149197109392,174.73642559901822,Indian Restaurant
Balmoral,-36.88819999999998,174.7401900000001,Bus Stop 8309,-36.885838721315366,174.73824314809843,Bus Stop
Balmoral,-36.88819999999998,174.7401900000001,Top Ten Thai Takeaway,-36.88593137180954,174.7426585844952,Thai Restaurant
Balmoral,-36.88819999999998,174.7401900000001,Shubh Foods,-36.89131579178733,174.73650437787512,Indian Restaurant
Baverstock,-36.95625576383953,174.9180148253624,Revitilise Gym and Fitness Centre,-36.95539976,174.91667634,Gym / Fitness Center
Baverstock,-36.95625576383953,174.9180148253624,Barry Curtis Park: Spiderman Playground,-36.959118746786565,174.91455417345406,Playground
Baverstock,-36.95625576383953,174.9180148253624,Barry Curtis Reserve,-36.958939711457475,174.9135901754141,Park
Bayview East,-36.71354719437798,174.74707701473872,Deep Creek Brews & Eats,-36.713687,174.748776,Brewery
Bayview East,-36.71354719437798,174.74707701473872,Browns Bay Beach,-36.714290575252235,174.75003719329834,Beach
Bayview East,-36.71354719437798,174.74707701473872,La Tropezienne French Café,-36.71391393632609,174.74771770773273,Café
Bayview East,-36.71354719437798,174.74707701473872,Beach Bistro,-36.714409826735576,174.74890225217501,Bistro
Bayview East,-36.71354719437798,174.74707701473872,Starbucks,-36.715504854114506,174.74824692635713,Coffee Shop
Bayview East,-36.71354719437798,174.74707701473872,Browns Bay Fisheries,-36.713575,174.74837958812714,Fish & Chips Shop
Bayview East,-36.71354719437798,174.74707701473872,White Flower Cafe,-36.71372989854451,174.74824120456037,Café
Bayview East,-36.71354719437798,174.74707701473872,Asian Wok,-36.714328642830395,174.7477532794233,Chinese Restaurant
Bayview East,-36.71354719437798,174.74707701473872,Ramen Takara,-36.71672454489929,174.7485678613803,Noodle House
Bayview East,-36.71354719437798,174.74707701473872,Countdown,-36.71712107274175,174.74735160861565,Supermarket
Bayview East,-36.71354719437798,174.74707701473872,New World,-36.71611480756747,174.74714499462942,Grocery Store
Bayview East,-36.71354719437798,174.74707701473872,Java Jungle,-36.71453948264523,174.7488981181004,Coffee Shop
Bayview East,-36.71354719437798,174.74707701473872,Flax,-36.71397996960337,174.74892421551203,Café
Bayview East,-36.71354719437798,174.74707701473872,The Velvet Gypsy,-36.713893,174.748926,Restaurant
Bayview East,-36.71354719437798,174.74707701473872,Browns Bay Shops,-36.71561,174.74812,Plaza
Bayview East,-36.71354719437798,174.74707701473872,Monsoon,-36.71679999769395,174.7484881682355,Indian Restaurant
Bayview East,-36.71354719437798,174.74707701473872,Sierra Coffee,-36.717104,174.746746,Café
Bayview South,-36.71354719437798,174.74707701473872,Deep Creek Brews & Eats,-36.713687,174.748776,Brewery
Bayview South,-36.71354719437798,174.74707701473872,Browns Bay Beach,-36.714290575252235,174.75003719329834,Beach
Bayview South,-36.71354719437798,174.74707701473872,La Tropezienne French Café,-36.71391393632609,174.74771770773273,Café
Bayview South,-36.71354719437798,174.74707701473872,Beach Bistro,-36.714409826735576,174.74890225217501,Bistro
Bayview South,-36.71354719437798,174.74707701473872,Starbucks,-36.715504854114506,174.74824692635713,Coffee Shop
Bayview South,-36.71354719437798,174.74707701473872,Browns Bay Fisheries,-36.713575,174.74837958812714,Fish & Chips Shop
Bayview South,-36.71354719437798,174.74707701473872,White Flower Cafe,-36.71372989854451,174.74824120456037,Café
Bayview South,-36.71354719437798,174.74707701473872,Asian Wok,-36.714328642830395,174.7477532794233,Chinese Restaurant
Bayview South,-36.71354719437798,174.74707701473872,Ramen Takara,-36.71672454489929,174.7485678613803,Noodle House
Bayview South,-36.71354719437798,174.74707701473872,Countdown,-36.71712107274175,174.74735160861565,Supermarket
Bayview South,-36.71354719437798,174.74707701473872,New World,-36.71611480756747,174.74714499462942,Grocery Store
Bayview South,-36.71354719437798,174.74707701473872,Java Jungle,-36.71453948264523,174.7488981181004,Coffee Shop
Bayview South,-36.71354719437798,174.74707701473872,Flax,-36.71397996960337,174.74892421551203,Café
Bayview South,-36.71354719437798,174.74707701473872,The Velvet Gypsy,-36.713893,174.748926,Restaurant
Bayview South,-36.71354719437798,174.74707701473872,Browns Bay Shops,-36.71561,174.74812,Plaza
Bayview South,-36.71354719437798,174.74707701473872,Monsoon,-36.71679999769395,174.7484881682355,Indian Restaurant
Bayview South,-36.71354719437798,174.74707701473872,Sierra Coffee,-36.717104,174.746746,Café
Bayview West,-36.71354719437798,174.74707701473872,Deep Creek Brews & Eats,-36.713687,174.748776,Brewery
Bayview West,-36.71354719437798,174.74707701473872,Browns Bay Beach,-36.714290575252235,174.75003719329834,Beach
Bayview West,-36.71354719437798,174.74707701473872,La Tropezienne French Café,-36.71391393632609,174.74771770773273,Café
Bayview West,-36.71354719437798,174.74707701473872,Beach Bistro,-36.714409826735576,174.74890225217501,Bistro
Bayview West,-36.71354719437798,174.74707701473872,Starbucks,-36.715504854114506,174.74824692635713,Coffee Shop
Bayview West,-36.71354719437798,174.74707701473872,Browns Bay Fisheries,-36.713575,174.74837958812714,Fish & Chips Shop
Bayview West,-36.71354719437798,174.74707701473872,White Flower Cafe,-36.71372989854451,174.74824120456037,Café
Bayview West,-36.71354719437798,174.74707701473872,Asian Wok,-36.714328642830395,174.7477532794233,Chinese Restaurant
Bayview West,-36.71354719437798,174.74707701473872,Ramen Takara,-36.71672454489929,174.7485678613803,Noodle House
Bayview West,-36.71354719437798,174.74707701473872,Countdown,-36.71712107274175,174.74735160861565,Supermarket
Bayview West,-36.71354719437798,174.74707701473872,New World,-36.71611480756747,174.74714499462942,Grocery Store
Bayview West,-36.71354719437798,174.74707701473872,Java Jungle,-36.71453948264523,174.7488981181004,Coffee Shop
Bayview West,-36.71354719437798,174.74707701473872,Flax,-36.71397996960337,174.74892421551203,Café
